,Active Status,Customer,Balance,Balance Total,Company,Mr./Ms./...,First Name,M.I.,Last Name,Primary Contact,Main Phone,Fax,Alt. Phone,Secondary Contact,Job Title,Main Email,Bill to 1,Bill to 2,Bill to 3,Bill to 4,Bill to 5,Ship to 1,Ship to 2,Ship to 3,Ship to 4,Ship to 5,Customer Type,Terms,Rep,Sales Tax Code,Tax item,Resale Num,Account No.,Credit Limit,Job Status,Job Type,Job Description,Start Date,Projected End,End Date
,Active,"Rancho Mirage Bob Hope Associates, LP",0,0,,,,,,,,,,,,,Mr. Robert Best,"Rancho Mirage Bob Hope Associates, LP",2925 Bristol Street,"Costa Mesa, CA 92626",,,,,,,,,,,,,,,,,,,,
,Active,Rapid Funding,0,0,Rapid Funding,,,,,,,,,,,,Rapid Funding,200 Spruce Street,Suite 200,"Denver, CO 80202",,,,,,,,,,,,,,,,,,,,
,Active,Rathbun Properties,0,0,,,,,,,,,,,,,Mr. Rich Rathbun,Rathbun Properties,318 Diablo Road,Suite 240,"Danville, CA 94526",,,,,,,,,,,,,,,,,,,
,Active,"Raysa & Zimmerman, LLC",0,0,"Raysa & Zimmerman, LLC",Mr.,Michael,,Zimmerman,Michael Zimmerman,,,,,,,Mr. Michael Zimmerman,"Raysa & Zimmerman, LLC",22 S. Washington Avenue,"Park Ridge, IL  60068",,,,,,,,,,,,,,,,,,,,
,Active,RBC Bank,0,0,RBC Centura,Mr.,Ralph,,Whitfield,Ralph Whitfield,,,,,,,RBC Bank,Mr. Ralph Whitfield,3201 Beechleaf Court,Suite 200,"Raleigh, NC  27604-1547",,,,,,,,,,,,,,,,,,,
,Active,RBS Citizens,0,12000,"Charter Bank One, N.A.",Mr.,Paul,,Engel,Renee A. Huber,,,,,,,Sean Kenny,"RBS Citizens, NA",RERS - Appraisal Division,3901 Kirchoff Road - 2nd Floor,"Rolling Meadows, IL  60008",,,,,,,,,Non,,,,,,,,,,
,Active,RBS Citizens:13-6914 O'Hare Distribution Center IL,4000,4000,"Charter Bank One, N.A.",Mr.,Paul,,Engel,,,,,,,,Sean Kenny,"RBS Citizens, NA",RERS - Appraisal Division,3901 Kirchoff Road - 2nd Floor,"Rolling Meadows, IL  60008",,,,,,,,,Non,,,,,,,,,,
,Active,RBS Citizens:13-7052 Henry Malukas Chicago Ridge IL,5000,5000,"Charter Bank One, N.A.",Mr.,Paul,,Engel,,,,,,,,Sean Kenny,"RBS Citizens, NA",RERS - Appraisal Division,3901 Kirchoff Road - 2nd Floor,"Rolling Meadows, IL  60008",,,,,,,,,Non,,,,,,,,,,
,Active,"RBS Citizens:2200 East 93rd Street, Chicago, IL",3000,3000,"Charter Bank One, N.A.",Mr.,Paul,,Engel,,,,,,,,Sean Kenny,"RBS Citizens, NA",RERS - Appraisal Division,3901 Kirchoff Road - 2nd Floor,"Rolling Meadows, IL  60008",,,,,,,,,Non,,,,,,,,,,
,Active,Reed Smith LLP,0,0,,,,,,,,,,,,,Reed Smith LLP,Attn: Ms Cynthia Jared,10 South Wacker Drive,"Chicago, IL 60606-7507",,,,,,,,,,,,,,,,,,,,
,Active,Regency Savings Bank&Peachtree Associates,0,0,Regency Savings Bank,Mr.,Kenneth,J.,Wojciak,Kenneth J. Wojciak,,,,,,,"Mr. Kenneth J. Wojciak, CCIM",Reagency Savings Bank,11 West Madison,"Oak Park, IL 60302",,,,,,,,,,Non,,,,,,,,,,
,Active,Regions Bank,0,0,,,,,,,,,,,,,Regions Bank,REVS VM Team,1901 6th Avenue North,17th Floor - Mail Code ALBH21704B,"Birmingham, AL 35203",,,,,,,,,,,,,,,,,,,
,Active,Republic Bank,0,0,Republic Bank,Mr.,Daniel,G.,Merkel,Daniel G. Merkel,216-514-5409,216-514-3493,,,,,Republic Bank,Mr. Paul Cody - Assistant Vice President,2221 Camden Court,"Oak Brook, IL 60523",,,,,,,,,,,,,,,,,,,,
,Active,RERC,0,0,Real Estate Research Corporation,,,,,,,,,,,,Real Estate Research Corporation,980 N. Michigan Ave.,Suite 1675,"Chicago, IL 60611",,,,,,,,,,Non,,,,,,,,,,
,Active,RERC (Real Estate Research Corporation),0,0,,,,,,,,,,,,,RERC (Real Estate Research Corp.),980 North Michigan Avenue,Suite 1110,"Chicago, IL 60611",,,,,,,,,,,,,,,,,,,,
,Active,RERMS (Real Estate Risk Management Serv.),0,0,,,,,,,,,,,,,"Jon C. Thomas, SRPA, Principal",Real Estate Risk Management Services,701 Herlong Ct.,"Brandon, FL 33511",,,,,,,,,,,,,,,,,,,,
,Active,Ridgestone Bank,0,0,,,,,,,,,,,,,Matthew Dolsky,Ridgestone Bank,13925 W. North Avenue,"Brookfield, WI 53005",,,,,,,,,,,,,,,,,,,,
,Active,Ridgestone Bank:13-6695 Weather Shield Properties WI,0,0,,,,,,,,,,,,,Matthew Dolsky,Ridgestone Bank,13925 W. North Avenue,"Brookfield, WI 53005",,,,,,,,,,,,,,,,,,,,
,Active,"RIISCESS, LLC",0,0,,,,,,,,,,,,,"Mr. Paul R. Borg, Jr.",Managing Member,"RIISCESS, LLC","1010 North Hooker Street, Suite 200","Chicago, IL 60642",,,,,,,,,,,,,,,,,,,
,Active,"RMV Holdings, L.P.",0,0,,,,,,,,,,,,,"RMV Holdings, L.P.",Ms. Denise Garcia - Sr. Vice President,601 South Figueroa Street,Suite 3400,"Los Angeles, CA",,,,,,,,,,,,,,,,,,,
,Active,"RREEF America REIT II, Inc.",0,30500,,,,,,,,,,,,,Johsua Lenhert,Vice President,RREEF Management L.L.C.,"101 California Street, 26th Floor","San Francisco, CA 94111",,,,,,,,,,,,,,,,,,,
,Active,"RREEF America REIT II, Inc.:13-6732 Baycourt at Harbour Pointe WA",5000,5000,,,,,,,,,,,,,Johsua Lenhert,Vice President,RREEF Management L.L.C.,"101 California Street, 26th Floor","San Francisco, CA 94111",,,,,,,,,,,,,,,,,,,
,Active,"RREEF America REIT II, Inc.:13-6734 473 - 475 Broadway New York NY",5200,5200,,,,,,,,,,,,,Johsua Lenhert,Vice President,RREEF Management L.L.C.,"101 California Street, 26th Floor","San Francisco, CA 94111",,,,,,,,,,,,,,,,,,,
,Active,"RREEF America REIT II, Inc.:13-6735 Austin Industrial Portfolio TX",7000,7000,,,,,,,,,,,,,Johsua Lenhert,Vice President,RREEF Management L.L.C.,"101 California Street, 26th Floor","San Francisco, CA 94111",,,,,,,,,,,,,,,,,,,
,Active,"RREEF America REIT II, Inc.:13-6738 Doctors Center Four Atlanta GA",4800,4800,,,,,,,,,,,,,Johsua Lenhert,Vice President,RREEF Management L.L.C.,"101 California Street, 26th Floor","San Francisco, CA 94111",,,,,,,,,,,,,,,,,,,
,Active,"RREEF America REIT II, Inc.:13-6739 Kansas City Industrial Portfolio",8500,8500,,,,,,,,,,,,,Johsua Lenhert,Vice President,RREEF Management L.L.C.,"101 California Street, 26th Floor","San Francisco, CA 94111",,,,,,,,,,,,,,,,,,,
,Active,RSC & Associates,0,0,RSC & Associates,Mr.,Richard,S.,Curto,Richard S. Curto,312-332-0720,313-332-3843,,,,rcurto@rserealestate.com,Mr. Richard S. Curto,Chief Executive Officer,RSC & Associates,"180 N. LaSalle St., Suite 2626","Chicago, IL  60601",,,,,,,,,,,,,,,,,,,
,Active,"S. Siegel & Associates, Ltd.",0,0,"S. Siegel & Associates, Ltd.",,,,,,,,,,,,"S. Siegel & Associates, Ltd.",1141 Lake Cook Road,Suite C,"Deerfield, IL 60015",,,,,,,,,,Non,,,,,,,,,,
,Active,Sabadell United Bank,0,6500,,,,,,,,,,,,,Kevin Miliffe,Sabadell United Bank,1111 Brickelle Avenue 30th Floor,"Miami, FL 33131",,,,,,,,,,,,,,,,,,,,
,Active,Sabadell United Bank:12-6338 Riverwalk Jacksonville FL,6500,6500,,,,,,,,,,,,,Kevin Miliffe,Sabadell United Bank,1111 Brickelle Avenue 30th Floor,"Miami, FL 33131",,,,,,,,,,,,,,,,,,,,
,Active,"SageCrest II, LLC",0,0,,,,,,,,,,,,,Mr. Thomas Gurney,"SageCrest II, LLC","Three Pickwick Plaza, Suite 400","Grenwich, CT 06830",,,,,,,,,,,,,,,,,,,,
,Active,Sarofim Realty Advisors,0,0,Sarofim Realty Advisors,Mr.,Jeffery,C.,Chavez,Jeffery C. Chavez,,,,,,,Mr. Kirk A. Medina,Asset Manager,Sarofim Realty Advisors,"8115 Preston Rd., Suite 400","Dallas, TX  75225",,,,,,,,,,,,,,,,,,,
,Active,Save Mart Supermarkts,0,0,Save Mart Supermarkets,Ms.,Lorna,,Reynolds,Lorna Reynolds,,,,,,,Ms. Lorna Reynolds,Save Mart Supermarkets,1800 Standiford Avenue,P.O. Box 4278,"Modesto, CA  95350",,,,,,,,,Non,,,,,,,,,,
,Active,SBA of Florida c/o RERC,0,7800,,,,,,,,,,,,,SBA of Florida c/o RERC,600 Westown Parkway,Suite 260,"West Des Moines, IA 50266",,,,,,,,,,,,,,,,,,,,
,Active,SBA of Florida c/o RERC:13-7230M1 Santa Monica 10100 CA,7800,7800,,,,,,,,,,,,,SBA of Florida c/o RERC,600 Westown Parkway,Suite 260,"West Des Moines, IA 50266",,,,,,,,,,,,,,,,,,,,
,Active,"Schreeder, Wheeler & Flint, LLP",0,0,,Ms.,J.Carole,T.,Hord,J.Carole T. Hord,,,,,,,J.Carole Thompson Hord,"Schreeder, Wheeler & Flint, LLP",1600 Candler Building,"127 Peechtree Street, NE","Atlanta, GA 30303-1845",,,,,,,,,,,,,,,,,,,
,Active,"Schuyler, Roche & Crisham, P.C.",0,0,,,,,,,,,,,,,"Schuyler, Roche & Crisham, P.C.",ATTN: Fred Shandling,One Prudential Plaza,130 East Randolph Street - Ste. 3800,"Chicago, IL 60601",,,,,,,,,,,,,,,,,,,
,Active,Scientific Land/Land Corporation,0,0,Scientic Land / Land Corporation,Mr.,Scott,,Calabria,Scott Calabria,,,,,,,Mr. Scott Calabria,President,Scientic Land / Land Corporation,912 12th Street,"Wilmette, IL 60091",,,,,,,,,Non,,,,,,,,,,
,Active,Scottish Rite Cathedral Association,0,0,Scottish Rite Cathedral Association,,,,,,312-726-5646,,,,,,Scottish Rite Cathedral Association,C/O Mr. Frank Martin,Righeimer Martin & Cinquino P.C.,"20 N. Clark Street, Suite 1900","Chicago, IL 60602",,,,,,,,,Non,,,,,,,,,,
,Active,SCS Strategic Compliance Solutions,0,0,,,,,,,,,,,,,Karen Mack,SCS Strategic Compliance Solutions,"126 East Wing Street, Suite 253","Arlington Heights, IL 60004",,,,,,,,,,,,,,,,,,,,
,Active,Seaview Inc.,0,0,,,,,,,,,,,,,Mr. Richard Battaglia,Seaview Inc.,3366 Via Lido,"Neewport Beach, CA 92663",,,,,,,,,,,,,,,,,,,,
,Active,Shadow Lake Towne Center,0,0,,,,,,,,,,,,,Shadow Lake Towne Center,7775 Olson Drive,"Papillion, NE 68046",,,,,,,,,,,,,,,,,,,,,
,Active,"Shawbeth, Inc.",0,2750,,,,,,,,,,,,,Shawbeth Inc.,800 S. Brand Boulevard,"Glendale, CA 91204",,,,,,,,,,,,,,,,,,,,,
,Active,"Shawbeth, Inc.:13-6787a 5135 & 5132 Avenida Hacienda CA",0,0,,,,,,,,,,,,,Shawbeth Inc.,800 S. Brand Boulevard,"Glendale, CA 91204",,,,,,,,,,,,,,,,,,,,,
,Active,"Shawbeth, Inc.:13-6787b 5135 & 5132 Avenida Hacienda CA",2750,2750,,,,,,,,,,,,,Shawbeth Inc.,800 S. Brand Boulevard,"Glendale, CA 91204",,,,,,,,,,,,,,,,,,,,,
,Active,Sheet Metal Workers' Trust Funds,0,0,,,,,,,,,,,,,"Richard J. Wondra, Administrator",Sheet Metal Workers' Trust Funds of,"       Southern CA, AZ, & NV",P.O.Box 10067,"Manhattan Beach, CA 90266",,,,,,,,,,,,,,,,,,,
,Active,"Shepherd Management Services, LP",0,0,,,,,,,,,,,,,Dean Robert - Vice President,"Shepherd Management Services, LP",222 E Huntington Drive,Suite 225,"Monrovia, CA 91016",,,,,,,,,,,,,,,,,,,
,Active,Sheppard Mullin,0,0,,,,,,,,,,,,,"Kandace Rayos, Esq.,","Sheppard Mullin, Richter & Hampton, LLP","333 South Hope Street, 43rd Floor","Los Angeles, CA 90071",,,,,,,,,,,,,,,,,,,,
,Active,Silvergate Bank,0,0,Silvergate Bank,,Eliza,,Tamayo,Eliza Tamayo,,,,,,,Silvergate Bank,Attn: Eliza Tamayo,4275 Executive Square,Suite 800,"La Jolla, CA  92037-1492",,,,,,,,,,,,,,,,,,,
,Active,Simpson Thacher & Bartlett LLP,0,0,,,,,,,,,,,,,Mr. Steven Stickler,Simpson Thacher & Bartlett LLP,Senior Counsel,425 Lexington Avenue,"New York, New York 10017-3954",,,,,,,,,,,,,,,,,,,
,Active,Single Site Solutions Corporation,0,0,Single Site Solutions Corporation,Mr.,John,,Terzakis,John Terzakis,,,,,,,Mr. John Terzakis,Single Site Solutions Corporation,7450 South Quincy Street,"Willowbrook, IL  60527",,,,,,,,,,,,,,,,,,,,
,Active,"Slough Estates USA, Inc.",0,0,"Slough Estates USA, Inc.",Mr.,Randall,W.,Rohner,Randall W.Rohner,312-755-0700,312-755-0717,,,,randy@sloughusa.com,Slough Estates USA Inc.,Mr. Randall W. Rohner,444 North Michigan Avenue,"Chicago, IL 60611",,,,,,,,,,Non,,,,,,,,,,
,Active,Smaha Law Group,0,0,,,,,,,,,,,,,Smaha Law Group,John L. Smaha,7860 Mission Center Court,Suite 100,"San Diego, CA 92108",,,,,,,,,,,,,,,,,,,
,Active,"Sphear Investments, LLC",0,0,,,,,,,,,,,,,"Mr. Kenneth P. Slaught, CEO","Sphear Investments, LLC",200 East Carrillo Street,Suite 200,"Santa Barbara, CA 93101",,,,,,,,,,,,,,,,,,,
,Active,"Squire, Sanders & Dempsey, LLP",0,0,,,,,,,,,,,,,"Martha S. Sullivan, Esq.","Squire, Sanders & Dempsey, L.L.P.",4900 Key Tower,127 Public Square,"Cleveland, OH 44114-1304",,,,,,,,,,,,,,,,,,,
,Active,"SSR Realty Advisors, Inc.",0,0,"SSR Realty Advisors, Inc.",Mr.,William,A.,Finelli,William A. Finelli,,,,,,,"SSR Realty Advisors, Inc.",C/O PricewaterhouseCoopers LLP,"615 Franklin Turnpike, 2nd Floor","Ridgewood, NJ  07450",,,,,,,,,,Non,,,,,,,,,,
,Active,"St. Paul Properties, Inc.",0,0,"St. Paul Properties, Inc.",Mr.,Robert,K.,"O'Leary, Jr.","Robert K. O'Leary, Jr.",,,,,,,"Mr. Robert K. O'Leary, Jr.",Senior Portfolio Manager,"St. Paul Properties, Inc.","385 Washington St., Mail Code 511A","St. Paul, MN  55102-1396",,,,,,,,,Non,,,,,,,,,,
,Active,Standard Bank & Trust,0,0,,,,,,,,,,,,,Dan Spain - Vice President,Standard Bank & Trust,3920 N. Sheridan,"Chicago, IL  60613",,,,,,,,,,,,,,,,,,,,
,Active,"Standard Federal Bank, N.A.",0,0,"Standard Federal Bank, N.A.",Mr.,Reagan,R.,Schwarzlose,Reagan R. Schwarzlose,800-643-9600,248-637-2686,,,,,"Mr. Reagan R. Schwarzlose, CRE, MAI","Standard Federal Bank, N.A. (MO900-440)",2600 West Big Beaver Road,"Troy, Michigan  48084",,,,,,,,,,Non,,,,,,,,,,
,Active,Stanley Papuga,0,0,,Mr.,Stanley,,Papuga,Stanley Papuga,,,,,,,Mr. Stanley Papuga,"Kropik, Papuga & Shaw","120 S. LaSalle St., Suite 1327","Chicago, IL 60603",,,,,,,,,,Non,,,,,,,,,,
,Active,State Board of Administration of Florida,0,13019,,,,,,,,,,,,,Ms. Deannna Wasson,State Board of Administration of Florida,"1801 Heritage Blvd., Suite 100","Tallahassee, FL 32308",,,,,,,,,,,,,,,,,,,,
,Active,State Board of Administration of Florida:13-6905M1 Crofton Centre MD,6177,6177,,,,,,,,,,,,,Ms. Deannna Wasson,State Board of Administration of Florida,"1801 Heritage Blvd., Suite 100","Tallahassee, FL 32308",,,,,,,,,,,,,,,,,,,,
,Active,State Board of Administration of Florida:13-6906M1 Crossings at Fox Run NH,6842,6842,,,,,,,,,,,,,Ms. Deannna Wasson,State Board of Administration of Florida,"1801 Heritage Blvd., Suite 100","Tallahassee, FL 32308",,,,,,,,,,,,,,,,,,,,
,Active,"State Farm Bank, F.S.B",0,0,,,,,,,,,,,,,Mr. Philip Reuter,"State Farm Bank, F.S.B.","One State Farm Plaza, E-7","Bloomington, IL 61710",,,,,,,,,,,,,,,,,,,,
,Active,State of Oregon / Investment Division,0,0,State of Oregon,Mr.,Steve,,Gruber,Steve Gruber,503-373-7089,,,,,,Mr. Anthony Breault,Real Estate Investment Officer,Office of the State Treasurer,"350 Winter Street, Suite 100","Salem, OR 97301-3896",,,,,,,,,Non,,,,,,,,,,
,Active,State of Utah,0,0,,,,,,,,,,,,,Mr. Wayne Christensen - Real Estate Mgr.,State of Utah Department of Admin. Serv.,Division of Facilities Construction & Mgt,4110 State Office Building,"Salt Lake City, UT 84114",,,,,,,,,,,,,,,,,,,
,Active,State of Wisconsin Investment Board,0,0,State of Wisconsin Investment Board,Mr.,Steven,C.,Spiekerman,Steven C. Spiekerman,,,,,,,State of Wisconsin Investment Board,Steven C. Spiekerman,Assistant Portfolio Manager,121 E. Wilson Street,"Madison, WI  53702",,,,,,,,,Non,,,,,,,,,,
,Active,State Teachers Retirement System of Ohio,0,0,,,,,,,,,,,,,State Teachers Retirement System of Ohio,Mr. Stanton West,275 East Broad Street,"Columbus, OH  43215-3771",,,,,,,,,,,,,,,,,,,,
,Active,Stearns Bank N.A,0,0,,,,,,,,,,,,,Daniel J. Schumann,Stearns Bank N.A.,4140 Thielman Lane,"St. Cloud, MN 56301",,,,,,,,,,,,,,,,,,,,
,Active,Stockbridge Capital Group,0,12400,,,,,,,,,,,,,Mr. Brent Bill,Stockbridge Capital Group,"3414 Peachtree Road, NE",Suite 452,"Atlanta, GA 30326",,,,,,,,,,,,,,,,,,,
,Active,Stockbridge Capital Group:13-6910 Four Apts in Georgia and NC,12400,12400,,,,,,,,,,,,,Mr. Brent Bill,Stockbridge Capital Group,"3414 Peachtree Road, NE",Suite 452,"Atlanta, GA 30326",,,,,,,,,,,,,,,,,,,
,Active,Stradling Yocca Carlson & Rauth,0,0,,,,,,,,,,,,,Mr. Donald J. Hamman,Stradling Yocca Carlson & Rauth,680 Newport Center Drive,Suite 1600,"Newport Beach, CA 92660",,,,,,,,,,,,,,,,,,,
,Active,Strongsville Board of Education,0,7092.09,,,,,,,,,,,,,Strongsville Board of Education,"C/O McGown, Markling & Whalen Co. L.P.A.",1894 North Cleveland-Massillion Road,"Akron, OH 44333",,,,,,,,,,,,,,,,,,,,
,Active,"Strongsville Board of Education:09-1363 JC Penney Department Store, OH",2500,2500,,,,,,,,,,,,,Strongsville Board of Education,"C/O McGown, Markling & Whalen Co. L.P.A.",1894 North Cleveland-Massillion Road,"Akron, OH 44333",,,,,,,,,,,,,,,,,,,,
,Active,"Strongsville Board of Education:09-1364 Dillard's Department Store, OH",2500,2500,,,,,,,,,,,,,Strongsville Board of Education,"C/O McGown, Markling & Whalen Co. L.P.A.",1894 North Cleveland-Massillion Road,"Akron, OH 44333",,,,,,,,,,,,,,,,,,,,
,Active,Strongsville Board of Education:09-1796 JCPenney and Dillard's Dept.Store,2092.09,2092.09,,,,,,,,,,,,,Strongsville Board of Education,"C/O McGown, Markling & Whalen Co. L.P.A.",1894 North Cleveland-Massillion Road,"Akron, OH 44333",,,,,,,,,,,,,,,,,,,,
,Active,Structured Development LLC,0,0,,,,,,,,,,,,,Jeffery M. Berta,Sr. Director of Real Estate Development,"Structured Development, LLC","211 N. Clinton Street, Suite 3S","Chicago, IL 60661",,,,,,,,,,,,,,,,,,,
,Active,Studley,0,0,,,,,,,,,,,,,Mr. Steven Bates - Managing Director,Studley,3414 Peachtree Road,"Atlanta, GA 30326",,,,,,,,,,,,,,,,,,,,
,Active,"Sturgis Iron & Metal, Inc.",0,0,,,,,,,,,,,,,Mr. Kevin Young,Chief Operating Officer,"Sturgis Iron & Metal, Inc.",2160 South Centerville Road,"Sturgis, MI 49091",,,,,,,,,,,,,,,,,,,
,Active,Suburban Bank,0,0,Suburban Bank,Ms.,Carol,,Meyer,Carol Meyer,,,,,,,Ms. Carol Meyer,Suburban Bank,050 Butterfield Road,"Elmhurst, IL 60102",,,,,,,,,,,,,,,,,,,,
,Active,"Sumitomo Life Realty (NY), Inc.",0,0,"Sumitomo Life Realty (NY), Inc.",Ms.,Cynthia,R.,Alexander,Cynthia R. Alexander,,,,,,,Ms. Cynthia R. Alexander,"Sumitomo Life Realty (NY), Inc.",One Atlantic Center,"1201 West Peachtree St., Ste. 5099","Atlanta, GA 30309",,,,,,,,,,,,,,,,,,,
,Active,Sung Park,0,0,,,,,,,,,,,,,Sung Park,1242 University Avenue,"Riverside, CA 92507",,,,,,,,,,,,,,,,,,,,,
,Active,SunTrust Bank,0,0,,,,,,,,,,,,,"Sandra Winter, MAI (JM)",SunTrust Bank,"25 Park Place, 12th Floor","Atlanta, GA   30303",,,,,,,,,,,,,,,,,,,,
,Active,SunTrust Bank:12-6245 Proposed Pulix Center Rome GA,0,0,,,,,,,,,,,,,"Sandra Winter, MAI (JM)",SunTrust Bank,"25 Park Place, 12th Floor","Atlanta, GA   30303",,,,,,,,,,,,,,,,,,,,
,Active,Sutherland,0,0,,,,,,,,,,,,,Sutherland,Mr. John W. Benson - Partner,999 Peachtree Street NE,"Atlanta, GA 30309",,,,,,,,,,,,,,,,,,,,
,Active,"SVF ALARA Hedges Creek, LLC",0,0,,,,,,,,,,,,,Albert Pura,"SVF ALARA Hedges Creek, LLC",c/o American Realty Advisors,801 North Brand BLVD. Suite 800,"Glendale, CA 91203",,,,,,,,,,,,,,,,,,,
,Active,"SVF Gables, LLC",0,0,,,,,,,,,,,,,"SVF Gables, LLC",c/o American Realty Advisors,"801 North Brand Blvd., Suite 800","Glendale, CA 91203",,,,,,,,,,,,,,,,,,,,
,Active,"SVF Gables, LLC:12-2770M3 Alara Summerfield, Aurora, IL",0,0,,,,,,,,,,,,,"SVF Gables, LLC",c/o American Realty Advisors,"801 North Brand Blvd., Suite 800","Glendale, CA 91203",,,,,,,,,,,,,,,,,,,,
,Active,"SVF Harbour Pointe Mukilteo, LLC",0,0,,,,,,,,,,,,,Mr. Stanley Iezman,"SVF Harbour Pointe Mukilteo, LLC","c/o American Realty Blvd., Suite 800","Glendale, CA 91203",,,,,,,,,,,,,,,,,,,,
,Active,SVF Oak Road Walnut Creek Corporation,0,0,,,,,,,,,,,,,SVF Oak Road Walnut Creek Corporation,c/o American Realty Advisors,"801 North Brand Blvd., Suite 800","Glendale, CA 91203",,,,,,,,,,,,,,,,,,,,
,Active,Swedbank AB (publ),0,0,,,,,,,,,,,,,Mr. Fredrik Sjolander - Vice President,Swedbank AB (publ),New York Branch,"One Penn Plaza, 15th Floor","New York, New York 10119",,,,,,,,,,,,,,,,,,,
,Active,Target,0,0,,,,,,,,,,,,,Brian D. Treber,Target,"1000 Nicollet Mall, TPN12H","Minneapolis, MN 55403",,,,,,,,,,,,,,,,,,,,
,Active,Taurus of Chicago,0,0,Taurus of Chicago,Mr.,Cristian,,Galli,Cristian Galli,,,,,,,Mr. Cristian Galli,Taurus of Chicago,11 N. Skokie Highway,Suite 207,"Lake Bluff, IL  60044",,,,,,,,,,,,,,,,,,,
,Active,"Taylor & Mathis, Inc.",0,0,,,,,,,,,,,,,Mr. Frank Dolbow,"Taylor & Mathis, Inc.",245 Town Park Drive,Suite 575,"Kennesaw, GA 30144",,,,,,,,,,,,,,,,,,,
,Active,"TDI Real Estate Acquisitions, LLC",0,0,,,,,,,,,,,,,Mr. Gus Villalba - Production Partner,"TDI Real Estate Acquisitions, LLC",600 E. Las Colinas Boulevard,Suite 1800,"Irving, TX 75039",,,,,,,,,,,,,,,,,,,
,Active,Teachers Insurance & Annuity Association,0,16500,TIAA - CREF,Ms.,Shinn,C.,"Back, MAI","Shinn C. Back, MAI",212-916-6048,212-916-6207,,,,,"James C. Feeney, MAI",Director - Appraisal Services,TIAA - CREF,8500 Andrew Carnegie Blvd.,"Charlotte, NC 28262",,,,,,,,,Non,,,,,,,,,,
,Active,Teachers Insurance & Annuity Association:13-2395Q1 Village Crossing Skokie IL,2500,2500,TIAA - CREF,Ms.,Shinn,C.,"Back, MAI",,,,,,,,"James C. Feeney, MAI",Director - Appraisal Services,TIAA - CREF,8500 Andrew Carnegie Blvd.,"Charlotte, NC 28262",,,,,,,,,Non,,,,,,,,,,
,Active,Teachers Insurance & Annuity Association:13-6585 Carson Industrial Center North,5500,5500,TIAA - CREF,Ms.,Shinn,C.,"Back, MAI","Shinn C. Back, MAI",212-916-6048,212-916-6207,,,,,"James C. Feeney, MAI",Director - Appraisal Services,TIAA - CREF,8500 Andrew Carnegie Blvd.,"Charlotte, NC 28262",,,,,,,,,Non,,,,,,,,,,
,Active,Teachers Insurance & Annuity Association:13-6983 Kline Ranch Rialto CA,6500,6500,TIAA - CREF,Ms.,Shinn,C.,"Back, MAI",,,,,,,,"James C. Feeney, MAI",Director - Appraisal Services,TIAA - CREF,8500 Andrew Carnegie Blvd.,"Charlotte, NC 28262",,,,,,,,,Non,,,,,,,,,,
,Active,Teachers Insurance & Annuity Association:13-6992 Westlake North Business Park CA,2000,2000,TIAA - CREF,Ms.,Shinn,C.,"Back, MAI",,212-916-6048,212-916-6207,,,,,"James C. Feeney, MAI",Director - Appraisal Services,TIAA - CREF,8500 Andrew Carnegie Blvd.,"Charlotte, NC 28262",,,,,,,,,Non,,,,,,,,,,
,Active,Tenet Healthcare Corporation,0,78364.460000000006,,,,,,,,,,,,,Tenet Healthcare Corporation,"1445 Ross Avenue, Suite 1400","Dallas, TX 75202",Mr. Nicholas Bonrepos,Vice President -  Real Estate Division,,,,,,,,,,,,,,,,,,,
,Active,"Tenet Healthcare Corporation:10-2334 Lakewood Reg. Med. Ctr. MOB I, CA",0,0,,,,,,,,,,,,,Tenet Healthcare Corporation,"1445 Ross Avenue, Suite 1400","Dallas, TX 75202",Mr. Nicholas Bonrepos,Vice President -  Real Estate Division,,,,,,,,,,,,,,,,,,,
,Active,"Tenet Healthcare Corporation:10-2337 Twin Cities Comm. Hosp., CA",0,0,,,,,,,,,,,,,Tenet Healthcare Corporation,"1445 Ross Avenue, Suite 1400","Dallas, TX 75202",Mr. Nicholas Bonrepos,Vice President -  Real Estate Division,,,,,,,,,,,,,,,,,,,
,Active,"Tenet Healthcare Corporation:10-2696 7100 W 20th Avenue, FL",0,0,,,,,,,,,,,,,Tenet Healthcare Corporation,"1445 Ross Avenue, Suite 1400","Dallas, TX 75202",Mr. Nicholas Bonrepos,Vice President -  Real Estate Division,,,,,,,,,,,,,,,,,,,
,Active,"Tenet Healthcare Corporation:10-2896 4900 W. Oakland Park Blvd., FL",0,0,,,,,,,,,,,,,Tenet Healthcare Corporation,"1445 Ross Avenue, Suite 1400","Dallas, TX 75202",Mr. Nicholas Bonrepos,Vice President -  Real Estate Division,,,,,,,,,,,,,,,,,,,
,Active,"Tenet Healthcare Corporation:10-2897 4850 West Oakland Park Blvd., FL",0,0,,,,,,,,,,,,,Tenet Healthcare Corporation,"1445 Ross Avenue, Suite 1400","Dallas, TX 75202",Mr. Nicholas Bonrepos,Vice President -  Real Estate Division,,,,,,,,,,,,,,,,,,,
,Active,"Tenet Healthcare Corporation:10-2899 1411 N. Flagler Drive, WPB, FL",0,0,,,,,,,,,,,,,Tenet Healthcare Corporation,"1445 Ross Avenue, Suite 1400","Dallas, TX 75202",Mr. Nicholas Bonrepos,Vice President -  Real Estate Division,,,,,,,,,,,,,,,,,,,
